CHANNEL_0_1
         cbragg  cbragg_err   credchi  ...  cdelta_n            cL     timestamp
25  1555.061159    0.000118  0.000036  ...  0.000012  7.625848e+06  1.734086e+09

[26 rows x 13 columns]
CHANNEL_0_13
         cbragg  cbragg_err   credchi  ...  cdelta_n            cL     timestamp
0   1556.041693    0.000136  0.000040  ...  0.000012  7.656528e+06  1.734086e+09
1   1556.041694    0.000141  0.000043  ...  0.000012  7.633401e+06  1.734086e+09
2   1556.041620    0.000141  0.000043  ...  0.000012  7.637288e+06  1.734086e+09
3   1556.041638    0.000141  0.000043  ...  0.000012  7.639751e+06  1.734086e+09
4   1556.041609    0.000142  0.000043  ...  0.000012  7.644753e+06  1.734086e+09
5   1556.041735    0.000140  0.000042  ...  0.000012  7.656370e+06  1.734086e+09
6   1556.041552    0.000142  0.000044  ...  0.000012  7.599834e+06  1.734087e+09
7   1556.041474    0.000140  0.000042  ...  0.000012  7.591210e+06  1.734087e+09
8   1556.041532    0.000139  0.000042  ...  0.000012  7.661867e+06  1.734087e+09
9   1556.041524    0.000142  0.000044  ...  0.000012  7.655096e+06  1.734087e+09
10  1556.041580    0.000142  0.000043  ...  0.000012  7.638579e+06  1.734087e+09
11  1556.041429    0.000140  0.000042  ...  0.000012  7.651713e+06  1.734087e+09
12  1556.041580    0.000141  0.000043  ...  0.000012  7.652207e+06  1.734086e+09
13  1556.041406    0.000141  0.000043  ...  0.000012  7.657384e+06  1.734087e+09
14  1556.041374    0.000140  0.000042  ...  0.000012  7.661293e+06  1.734087e+09
15  1556.041423    0.000140  0.000042  ...  0.000012  7.644950e+06  1.734087e+09
16  1556.041451    0.000142  0.000044  ...  0.000012  7.637930e+06  1.734087e+09
17  1556.041418    0.000142  0.000044  ...  0.000012  7.637515e+06  1.734087e+09
18  1556.041398    0.000140  0.000043  ...  0.000012  7.645856e+06  1.734087e+09
19  1556.041673    0.000140  0.000042  ...  0.000012  7.636810e+06  1.734086e+09
20  1556.041633    0.000141  0.000043  ...  0.000012  7.637751e+06  1.734086e+09
21  1556.041557    0.000138  0.000041  ...  0.000012  7.656080e+06  1.734086e+09
22  1556.041442    0.000142  0.000043  ...  0.000012  7.601330e+06  1.734086e+09
23  1556.041573    0.000142  0.000044  ...  0.000012  7.649603e+06  1.734086e+09
24  1556.041604    0.000141  0.000043  ...  0.000012  7.644544e+06  1.734086e+09
25  1556.041684    0.000140  0.000042  ...  0.000012  7.646762e+06  1.734086e+09

[26 rows x 13 columns]
CHANNEL_0_14
         cbragg  cbragg_err   credchi  ...  cdelta_n            cL     timestamp
0   1557.008059    0.000097  0.000026  ...  0.000012  7.762381e+06  1.734086e+09
1   1557.008118    0.000097  0.000026  ...  0.000012  7.763609e+06  1.734086e+09
2   1557.007968    0.000097  0.000026  ...  0.000012  7.767782e+06  1.734086e+09
3   1557.008009    0.000098  0.000027  ...  0.000012  7.779426e+06  1.734086e+09
4   1557.007961    0.000097  0.000026  ...  0.000012  7.775328e+06  1.734086e+09
5   1557.007956    0.000097  0.000026  ...  0.000012  7.792252e+06  1.734086e+09
6   1557.008070    0.000098  0.000027  ...  0.000012  7.777578e+06  1.734087e+09
7   1557.007949    0.000099  0.000027  ...  0.000012  7.833937e+06  1.734087e+09
8   1557.007976    0.000097  0.000026  ...  0.000012  7.761354e+06  1.734087e+09
9   1557.007971    0.000098  0.000026  ...  0.000012  7.776451e+06  1.734087e+09
10  1557.007914    0.000097  0.000026  ...  0.000012  7.754056e+06  1.734087e+09
11  1557.007886    0.000098  0.000026  ...  0.000012  7.775651e+06  1.734087e+09
12  1557.008060    0.000096  0.000026  ...  0.000012  7.777223e+06  1.734086e+09
13  1557.007887    0.000098  0.000027  ...  0.000012  7.767993e+06  1.734087e+09
14  1557.007883    0.000096  0.000026  ...  0.000012  7.755207e+06  1.734087e+09
15  1557.007831    0.000098  0.000026  ...  0.000012  7.779212e+06  1.734087e+09
16  1557.007899    0.000097  0.000026  ...  0.000012  7.772812e+06  1.734087e+09
17  1557.007854    0.000098  0.000026  ...  0.000012  7.776432e+06  1.734087e+09
18  1557.007242    0.000112  0.000035  ...  0.000012  7.836436e+06  1.734087e+09
19  1557.008012    0.000097  0.000026  ...  0.000012  7.778935e+06  1.734086e+09
20  1557.008052    0.000097  0.000026  ...  0.000012  7.778595e+06  1.734086e+09
21  1557.008032    0.000097  0.000026  ...  0.000012  7.780149e+06  1.734086e+09
22  1557.007959    0.000097  0.000026  ...  0.000012  7.767066e+06  1.734086e+09
23  1557.007934    0.000097  0.000026  ...  0.000012  7.774624e+06  1.734086e+09
24  1557.008018    0.000095  0.000025  ...  0.000012  7.780287e+06  1.734086e+09
25  1557.008113    0.000113  0.000036  ...  0.000012  7.931226e+06  1.734086e+09

[26 rows x 13 columns]
CHANNEL_1_1
         cbragg  cbragg_err   credchi  ...  cdelta_n            cL     timestamp
0   1556.484004    0.000062  0.000004  ...  0.000012  2.693486e+06  1.734086e+09
1   1556.483971    0.000066  0.000004  ...  0.000012  2.681986e+06  1.734086e+09
2   1556.483904    0.000088  0.000007  ...  0.000012  2.645894e+06  1.734086e+09
3   1556.483183    0.000916  0.001480  ...  0.000012  3.339153e+06  1.734086e+09
4   1556.484656    0.000948  0.000559  ...  0.000012  2.327366e+06  1.734086e+09
5   1556.483748    0.000069  0.000005  ...  0.000012  2.683517e+06  1.734086e+09
6   1556.482845    0.000716  0.000755  ...  0.000012  3.148049e+06  1.734087e+09
7   1556.482734    0.000803  0.000955  ...  0.000012  3.178891e+06  1.734087e+09
8   1556.483335    0.000065  0.000004  ...  0.000012  2.676578e+06  1.734087e+09
9   1556.483056    0.000125  0.000016  ...  0.000012  2.758109e+06  1.734087e+09
10  1556.483382    0.000190  0.000031  ...  0.000012  2.596641e+06  1.734087e+09
11  1556.484423    0.000747  0.000330  ...  0.000012  2.337056e+06  1.734087e+09
12  1556.483260    0.000152  0.000020  ...  0.000012  2.607590e+06  1.734086e+09
13  1556.483415    0.000062  0.000004  ...  0.000012  2.698421e+06  1.734087e+09
14  1556.482496    0.000537  0.000389  ...  0.000012  3.032575e+06  1.734087e+09
15  1556.483526    0.000065  0.000004  ...  0.000012  2.674283e+06  1.734087e+09
16  1556.482794    0.000662  0.000571  ...  0.000012  3.042537e+06  1.734087e+09
17  1556.483599    0.000581  0.000220  ...  0.000012  2.401141e+06  1.734087e+09
18  1556.482536    0.000397  0.000196  ...  0.000012  2.939584e+06  1.734087e+09
19  1556.481890    0.000957  0.001454  ...  0.000012  3.278025e+06  1.734086e+09
20  1556.483530    0.000085  0.000007  ...  0.000012  2.733896e+06  1.734086e+09
21  1556.483674    0.000072  0.000005  ...  0.000012  2.667058e+06  1.734086e+09
22  1556.484188    0.000280  0.000066  ...  0.000012  2.560186e+06  1.734086e+09
23  1556.484212    0.000180  0.000028  ...  0.000012  2.601775e+06  1.734086e+09
24  1556.484383    0.000939  0.000535  ...  0.000012  2.314467e+06  1.734086e+09
25  1556.483495    0.000106  0.000010  ...  0.000012  2.644542e+06  1.734086e+09

[26 rows x 13 columns]
CHANNEL_1_2
         cbragg  cbragg_err   credchi  ...  cdelta_n            cL     timestamp
0   1558.224083    0.000113  0.000018  ...  0.000012  2.819713e+06  1.734086e+09
1   1558.221314    0.001321  0.005251  ...  0.000012  3.802428e+06  1.734086e+09
2   1558.224206    0.000112  0.000018  ...  0.000012  2.798113e+06  1.734086e+09
3   1558.223075    0.001063  0.003147  ...  0.000012  3.593509e+06  1.734086e+09
4   1558.224109    0.000112  0.000018  ...  0.000012  2.804305e+06  1.734086e+09
5   1558.223978    0.000177  0.000043  ...  0.000012  2.732398e+06  1.734086e+09
6   1558.224090    0.000115  0.000019  ...  0.000012  2.794685e+06  1.734087e+09
7   1558.224134    0.000114  0.000019  ...  0.000012  2.807849e+06  1.734087e+09
8   1558.224065    0.000115  0.000019  ...  0.000012  2.793285e+06  1.734087e+09
9   1558.223471    0.000495  0.000478  ...  0.000012  3.120418e+06  1.734087e+09
10  1558.224086    0.000113  0.000018  ...  0.000012  2.797002e+06  1.734087e+09
11  1558.224164    0.000147  0.000030  ...  0.000012  2.742047e+06  1.734087e+09
12  1558.223072    0.000570  0.000662  ...  0.000012  3.182209e+06  1.734086e+09
13  1558.222490    0.001031  0.002965  ...  0.000012  3.587663e+06  1.734087e+09
14  1558.222571    0.000984  0.002606  ...  0.000012  3.535209e+06  1.734087e+09
15  1558.223856    0.000121  0.000021  ...  0.000012  2.820376e+06  1.734087e+09
16  1558.222714    0.000946  0.002190  ...  0.000012  3.436386e+06  1.734087e+09
17  1558.224172    0.000114  0.000019  ...  0.000012  2.800691e+06  1.734087e+09
18  1558.224162    0.000179  0.000043  ...  0.000012  2.716975e+06  1.734087e+09
19  1558.222432    0.001350  0.004721  ...  0.000012  3.652294e+06  1.734086e+09
20  1558.224230    0.000110  0.000017  ...  0.000012  2.793255e+06  1.734086e+09
21  1558.224139    0.000110  0.000017  ...  0.000012  2.801052e+06  1.734086e+09
22  1558.224115    0.000115  0.000019  ...  0.000012  2.792572e+06  1.734086e+09
23  1558.224137    0.000111  0.000018  ...  0.000012  2.804011e+06  1.734086e+09
24  1558.224178    0.000112  0.000018  ...  0.000012  2.791714e+06  1.734086e+09
25  1558.224117    0.000117  0.000020  ...  0.000012  2.821309e+06  1.734086e+09

[26 rows x 13 columns]
CHANNEL_1_3
         cbragg  cbragg_err   credchi  ...  cdelta_n            cL     timestamp
0   1561.037277    0.000070  0.000008  ...  0.000012  2.928730e+06  1.734086e+09
1   1561.037538    0.000165  0.000042  ...  0.000012  2.857719e+06  1.734086e+09
2   1561.037671    0.000052  0.000004  ...  0.000012  2.923619e+06  1.734086e+09
3   1561.037155    0.000923  0.002251  ...  0.000012  3.587251e+06  1.734086e+09
4   1561.037755    0.000044  0.000003  ...  0.000012  2.943960e+06  1.734086e+09
5   1561.037877    0.000119  0.000021  ...  0.000012  2.852939e+06  1.734086e+09
6   1561.037662    0.000053  0.000005  ...  0.000012  2.923426e+06  1.734087e+09
7   1561.037685    0.000047  0.000004  ...  0.000012  2.921770e+06  1.734087e+09
8   1561.037977    0.000536  0.000635  ...  0.000012  3.296436e+06  1.734087e+09
9   1561.037558    0.000047  0.000004  ...  0.000012  2.918288e+06  1.734087e+09
10  1561.037572    0.000082  0.000011  ...  0.000012  2.973713e+06  1.734087e+09
11  1561.037498    0.000761  0.001494  ...  0.000012  3.493717e+06  1.734087e+09
12  1561.037544    0.000209  0.000077  ...  0.000012  3.041674e+06  1.734086e+09
13  1561.037597    0.001063  0.002743  ...  0.000012  3.563291e+06  1.734087e+09
14  1561.037407    0.000739  0.001289  ...  0.000012  3.421451e+06  1.734087e+09
15  1561.037453    0.000180  0.000059  ...  0.000012  3.051587e+06  1.734087e+09
16  1561.037503    0.000049  0.000004  ...  0.000012  2.920622e+06  1.734087e+09
17  1561.036877    0.000731  0.001270  ...  0.000012  3.427117e+06  1.734087e+09
18  1561.037157    0.000522  0.000575  ...  0.000012  3.263066e+06  1.734087e+09
19  1561.038708    0.000091  0.000013  ...  0.000012  2.934615e+06  1.734086e+09
20  1561.036103    0.001130  0.003716  ...  0.000012  3.775776e+06  1.734086e+09
21  1561.037767    0.000123  0.000026  ...  0.000012  3.007693e+06  1.734086e+09
22  1561.037431    0.000044  0.000003  ...  0.000012  2.939370e+06  1.734086e+09
23  1561.037606    0.000046  0.000003  ...  0.000012  2.923835e+06  1.734086e+09
24  1561.037681    0.000047  0.000004  ...  0.000012  2.940985e+06  1.734086e+09
25  1561.037681    0.000048  0.000004  ...  0.000012  2.924792e+06  1.734086e+09

[26 rows x 13 columns]
CHANNEL_2_1
         cbragg  cbragg_err   credchi  ...  cdelta_n            cL     timestamp
0   1543.894561    0.000076  0.000006  ...  0.000012  2.788901e+06  1.734086e+09
1   1543.894658    0.000072  0.000005  ...  0.000012  2.774781e+06  1.734086e+09
2   1543.894712    0.000076  0.000006  ...  0.000012  2.773176e+06  1.734086e+09
3   1543.894712    0.000079  0.000006  ...  0.000012  2.771428e+06  1.734086e+09
4   1543.894952    0.000297  0.000006  ...  0.000012  2.771383e+06  1.734086e+09
5   1543.895052    0.000076  0.000006  ...  0.000012  2.774057e+06  1.734086e+09
6   1543.894425    0.000079  0.000006  ...  0.000012  2.771532e+06  1.734087e+09
7   1543.894618    0.000078  0.000006  ...  0.000012  2.771314e+06  1.734087e+09
8   1543.895078    0.000195  0.000006  ...  0.000012  2.772393e+06  1.734087e+09
9   1543.895077    0.000074  0.000006  ...  0.000012  2.776024e+06  1.734087e+09
10  1543.895185    0.000075  0.000006  ...  0.000012  2.773252e+06  1.734087e+09
11  1543.895292    0.000077  0.000006  ...  0.000012  2.775181e+06  1.734087e+09
12  1543.895122    0.000075  0.000006  ...  0.000012  2.772293e+06  1.734086e+09
13  1543.894527    0.000077  0.000006  ...  0.000012  2.770777e+06  1.734087e+09
14  1543.894535    0.000076  0.000006  ...  0.000012  2.773091e+06  1.734087e+09
15  1543.894771    0.000077  0.000006  ...  0.000012  2.771228e+06  1.734087e+09
16  1543.894845    0.000077  0.000006  ...  0.000012  2.771225e+06  1.734087e+09
17  1543.894886    0.000076  0.000006  ...  0.000012  2.773437e+06  1.734087e+09
18  1543.894738    0.000076  0.000006  ...  0.000012  2.771913e+06  1.734087e+09
19  1543.895063    0.000090  0.000006  ...  0.000012  2.771461e+06  1.734086e+09
20  1543.894801    0.000075  0.000006  ...  0.000012  2.771613e+06  1.734086e+09
21  1543.894825    0.000076  0.000006  ...  0.000012  2.772480e+06  1.734086e+09
22  1543.894462    0.000091  0.000007  ...  0.000012  2.770757e+06  1.734086e+09
23  1543.894399    0.000101  0.000006  ...  0.000012  2.772413e+06  1.734086e+09
24  1543.895063    0.000075  0.000006  ...  0.000012  2.772562e+06  1.734086e+09
25  1543.895166    0.000077  0.000006  ...  0.000012  2.771408e+06  1.734086e+09

[26 rows x 13 columns]
CHANNEL_2_2
         cbragg  cbragg_err   credchi  ...  cdelta_n            cL     timestamp
0   1545.946915    0.000231  0.000035  ...  0.000012  2.582250e+06  1.734086e+09
1   1545.944948    0.000633  0.000416  ...  0.000012  3.044417e+06  1.734086e+09
2   1545.947307    0.000294  0.000052  ...  0.000012  2.545016e+06  1.734086e+09
3   1545.943688    0.001171  0.002039  ...  0.000012  3.495621e+06  1.734086e+09
4   1545.946267    0.000121  0.000010  ...  0.000012  2.679797e+06  1.734086e+09
5   1545.943870    0.001245  0.002439  ...  0.000012  3.567697e+06  1.734086e+09
6   1545.944010    0.000992  0.001241  ...  0.000012  3.295487e+06  1.734087e+09
7   1545.948082    0.000915  0.000400  ...  0.000012  2.351071e+06  1.734087e+09
8   1545.944642    0.000579  0.000364  ...  0.000012  3.059051e+06  1.734087e+09
9   1545.947388    0.000495  0.000137  ...  0.000012  2.476651e+06  1.734087e+09
10  1545.943717    0.001093  0.001680  ...  0.000012  3.418419e+06  1.734087e+09
11  1545.946005    0.000126  0.000012  ...  0.000012  2.703865e+06  1.734087e+09
12  1545.946335    0.000129  0.000012  ...  0.000012  2.689725e+06  1.734086e+09
13  1545.943963    0.000794  0.000795  ...  0.000012  3.225023e+06  1.734087e+09
14  1545.946148    0.000127  0.000011  ...  0.000012  2.658381e+06  1.734087e+09
15  1545.946098    0.000121  0.000010  ...  0.000012  2.686289e+06  1.734087e+09
16  1545.946194    0.000121  0.000011  ...  0.000012  2.688488e+06  1.734087e+09
17  1545.946301    0.000121  0.000011  ...  0.000012  2.681011e+06  1.734087e+09
18  1545.946187    0.000121  0.000011  ...  0.000012  2.676199e+06  1.734087e+09
19  1545.946367    0.000124  0.000012  ...  0.000012  2.674320e+06  1.734086e+09
20  1545.946357    0.000121  0.000010  ...  0.000012  2.697596e+06  1.734086e+09
21  1545.946402    0.000123  0.000011  ...  0.000012  2.693229e+06  1.734086e+09
22  1545.946474    0.000130  0.000012  ...  0.000012  2.669807e+06  1.734086e+09
23  1545.945455    0.000294  0.000077  ...  0.000012  2.857414e+06  1.734086e+09
24  1545.943896    0.001027  0.001500  ...  0.000012  3.401238e+06  1.734086e+09
25  1545.946854    0.000247  0.000040  ...  0.000012  2.572089e+06  1.734086e+09

[26 rows x 13 columns]
CHANNEL_2_3
         cbragg  cbragg_err   credchi  ...  cdelta_n            cL     timestamp
0   1548.541409    0.000118  0.000014  ...  0.000012  2.945001e+06  1.734086e+09
1   1548.542123    0.000796  0.001004  ...  0.000012  3.456218e+06  1.734086e+09
2   1548.541364    0.000104  0.000011  ...  0.000012  2.881215e+06  1.734086e+09
3   1548.541956    0.000604  0.000504  ...  0.000012  3.285009e+06  1.734086e+09
4   1548.541931    0.000654  0.000594  ...  0.000012  3.302119e+06  1.734086e+09
5   1548.541934    0.000720  0.000750  ...  0.000012  3.357503e+06  1.734086e+09
6   1548.541519    0.000108  0.000012  ...  0.000012  2.922118e+06  1.734087e+09
7   1548.541197    0.000327  0.000089  ...  0.000012  2.706141e+06  1.734087e+09
8   1548.541406    0.000097  0.000010  ...  0.000012  2.882187e+06  1.734087e+09
9   1548.541346    0.000100  0.000010  ...  0.000012  2.878775e+06  1.734087e+09
10  1548.541561    0.000104  0.000011  ...  0.000012  2.897425e+06  1.734087e+09
11  1548.541511    0.000102  0.000010  ...  0.000012  2.903433e+06  1.734087e+09
12  1548.542881    0.001087  0.002057  ...  0.000012  3.665170e+06  1.734086e+09
13  1548.540969    0.000478  0.000175  ...  0.000012  2.646719e+06  1.734087e+09
14  1548.542353    0.000827  0.001146  ...  0.000012  3.509672e+06  1.734087e+09
15  1548.541382    0.000101  0.000010  ...  0.000012  2.875681e+06  1.734087e+09
16  1548.541371    0.000100  0.000010  ...  0.000012  2.879599e+06  1.734087e+09
17  1548.541263    0.000103  0.000011  ...  0.000012  2.881730e+06  1.734087e+09
18  1548.541278    0.000102  0.000010  ...  0.000012  2.893993e+06  1.734087e+09
19  1548.541269    0.000210  0.000039  ...  0.000012  2.775758e+06  1.734086e+09
20  1548.541629    0.000098  0.000010  ...  0.000012  2.880896e+06  1.734086e+09
21  1548.541487    0.000328  0.000094  ...  0.000012  2.725630e+06  1.734086e+09
22  1548.541516    0.000110  0.000012  ...  0.000012  2.932929e+06  1.734086e+09
23  1548.541502    0.000099  0.000010  ...  0.000012  2.900003e+06  1.734086e+09
24  1548.541848    0.000639  0.000591  ...  0.000012  3.325456e+06  1.734086e+09
25  1548.541797    0.000435  0.000241  ...  0.000012  3.167556e+06  1.734086e+09

[26 rows x 13 columns]
CHANNEL_3_1
         cbragg  cbragg_err   credchi  ...  cdelta_n            cL     timestamp
0   1544.361369    0.000111  0.000024  ...  0.000012  7.814640e+06  1.734086e+09
1   1544.361444    0.000175  0.000024  ...  0.000012  7.824448e+06  1.734086e+09
2   1544.361266    0.000119  0.000024  ...  0.000012  7.833440e+06  1.734086e+09
3   1544.361227    0.000481  0.000024  ...  0.000012  7.833759e+06  1.734086e+09
4   1544.361090    0.000117  0.000024  ...  0.000012  7.828248e+06  1.734086e+09
5   1544.361084    0.000115  0.000024  ...  0.000012  7.817583e+06  1.734086e+09
6   1544.361151    0.000198  0.000024  ...  0.000012  7.833527e+06  1.734087e+09
7   1544.361174    0.000338  0.000024  ...  0.000012  7.825269e+06  1.734087e+09
8   1544.361214    0.000123  0.000024  ...  0.000012  7.811127e+06  1.734087e+09
9   1544.361225    0.000117  0.000024  ...  0.000012  7.821914e+06  1.734087e+09
10  1544.361193    0.000160  0.000026  ...  0.000012  7.795211e+06  1.734087e+09
11  1544.361208    0.000406  0.000024  ...  0.000012  7.824339e+06  1.734087e+09
12  1544.361321    0.000371  0.000024  ...  0.000012  7.819116e+06  1.734086e+09
13  1544.361330    0.000293  0.000025  ...  0.000012  7.818018e+06  1.734087e+09
14  1544.361374    0.000110  0.000024  ...  0.000012  7.827256e+06  1.734087e+09
15  1544.361312    0.000112  0.000024  ...  0.000012  7.823948e+06  1.734087e+09
16  1544.361180    0.000137  0.000024  ...  0.000012  7.821277e+06  1.734087e+09
17  1544.361175    0.000110  0.000024  ...  0.000012  7.819460e+06  1.734087e+09
18  1544.361166    0.000119  0.000024  ...  0.000012  7.819874e+06  1.734087e+09
19  1544.361337    0.000111  0.000024  ...  0.000012  7.823546e+06  1.734086e+09
20  1544.361241    0.000189  0.000025  ...  0.000012  7.826764e+06  1.734086e+09
21  1544.361250    0.000123  0.000023  ...  0.000012  7.823550e+06  1.734086e+09
22  1544.361287    0.000129  0.000023  ...  0.000012  7.828499e+06  1.734086e+09
23  1544.361266    0.000111  0.000024  ...  0.000012  7.828043e+06  1.734086e+09
24  1544.361205    0.000156  0.000025  ...  0.000012  7.812277e+06  1.734086e+09
25  1544.361204    0.000113  0.000024  ...  0.000012  7.836749e+06  1.734086e+09

[26 rows x 13 columns]
CHANNEL_3_2
         cbragg  cbragg_err   credchi  ...  cdelta_n            cL     timestamp
0   1545.255770    0.000294  0.000037  ...  0.000012  7.819855e+06  1.734086e+09
1   1545.255848    0.000121  0.000036  ...  0.000012  7.820575e+06  1.734086e+09
2   1545.255707    0.000114  0.000035  ...  0.000012  7.822428e+06  1.734086e+09
3   1545.255585    0.000122  0.000036  ...  0.000012  7.822860e+06  1.734086e+09
4   1545.255642    0.000342  0.000036  ...  0.000012  7.818639e+06  1.734086e+09
5   1545.255691    0.000131  0.000035  ...  0.000012  7.814919e+06  1.734086e+09
6   1545.255734    0.000262  0.000036  ...  0.000012  7.819188e+06  1.734087e+09
7   1545.255744    0.000117  0.000037  ...  0.000012  7.822744e+06  1.734087e+09
8   1545.255808    0.000115  0.000036  ...  0.000012  7.817336e+06  1.734087e+09
9   1545.255800    0.000131  0.000035  ...  0.000012  7.818123e+06  1.734087e+09
10  1545.255688    0.000129  0.000037  ...  0.000012  7.818800e+06  1.734087e+09
11  1545.255773    0.000115  0.000036  ...  0.000012  7.805761e+06  1.734087e+09
12  1545.255749    0.000267  0.000035  ...  0.000012  7.820392e+06  1.734086e+09
13  1545.255711    0.000213  0.000036  ...  0.000012  7.824110e+06  1.734087e+09
14  1545.255722    0.000117  0.000036  ...  0.000012  7.823558e+06  1.734087e+09
15  1545.255699    0.000120  0.000038  ...  0.000012  7.822682e+06  1.734087e+09
16  1545.255661    0.000130  0.000037  ...  0.000012  7.820416e+06  1.734087e+09
17  1545.255782    0.000121  0.000036  ...  0.000012  7.814142e+06  1.734087e+09
18  1545.255782    0.000181  0.000036  ...  0.000012  7.818173e+06  1.734087e+09
19  1545.255739    0.000117  0.000037  ...  0.000012  7.822115e+06  1.734086e+09
20  1545.255802    0.000120  0.000036  ...  0.000012  7.823495e+06  1.734086e+09
21  1545.255804    0.000113  0.000035  ...  0.000012  7.822082e+06  1.734086e+09
22  1545.255738    0.000115  0.000036  ...  0.000012  7.820064e+06  1.734086e+09
23  1545.255703    0.000117  0.000038  ...  0.000012  7.820942e+06  1.734086e+09
24  1545.255582    0.000246  0.000037  ...  0.000012  7.818790e+06  1.734086e+09
25  1545.255593    0.000113  0.000035  ...  0.000012  7.817660e+06  1.734086e+09

[26 rows x 13 columns]
CHANNEL_3_3
         cbragg  cbragg_err   credchi  ...  cdelta_n            cL     timestamp
0   1546.018896    0.000110  0.000037  ...  0.000012  7.599249e+06  1.734086e+09
1   1546.018932    0.000107  0.000036  ...  0.000012  7.620063e+06  1.734086e+09
2   1546.018689    0.000108  0.000036  ...  0.000012  7.634711e+06  1.734086e+09
3   1546.018660    0.000110  0.000038  ...  0.000012  7.606295e+06  1.734086e+09
4   1546.018642    0.000102  0.000033  ...  0.000012  7.620787e+06  1.734086e+09
5   1546.018657    0.000109  0.000037  ...  0.000012  7.618007e+06  1.734086e+09
6   1546.018734    0.000106  0.000035  ...  0.000012  7.629316e+06  1.734087e+09
7   1546.018683    0.000112  0.000039  ...  0.000012  7.614074e+06  1.734087e+09
8   1546.018742    0.000105  0.000034  ...  0.000012  7.619282e+06  1.734087e+09
9   1546.018782    0.000108  0.000036  ...  0.000012  7.615413e+06  1.734087e+09
10  1546.018624    0.000109  0.000037  ...  0.000012  7.625944e+06  1.734087e+09
11  1546.018658    0.000110  0.000038  ...  0.000012  7.621953e+06  1.734087e+09
12  1546.018850    0.000108  0.000036  ...  0.000012  7.628467e+06  1.734086e+09
13  1546.018675    0.000110  0.000039  ...  0.000012  7.731374e+06  1.734087e+09
14  1546.018671    0.000114  0.000042  ...  0.000012  7.739569e+06  1.734087e+09
15  1546.018725    0.000106  0.000035  ...  0.000012  7.618068e+06  1.734087e+09
16  1546.018757    0.000114  0.000041  ...  0.000012  7.736342e+06  1.734087e+09
17  1546.018732    0.000109  0.000037  ...  0.000012  7.625779e+06  1.734087e+09
18  1546.018755    0.000107  0.000036  ...  0.000012  7.622212e+06  1.734087e+09
19  1546.018888    0.000107  0.000036  ...  0.000012  7.637581e+06  1.734086e+09
20  1546.018725    0.000110  0.000038  ...  0.000012  7.637170e+06  1.734086e+09
21  1546.018874    0.000110  0.000038  ...  0.000012  7.632354e+06  1.734086e+09
22  1546.018771    0.000108  0.000037  ...  0.000012  7.625384e+06  1.734086e+09
23  1546.018724    0.000105  0.000034  ...  0.000012  7.626052e+06  1.734086e+09
24  1546.018415    0.000133  0.000056  ...  0.000012  7.799644e+06  1.734086e+09
25  1546.018725    0.000106  0.000035  ...  0.000012  7.633392e+06  1.734086e+09

[26 rows x 13 columns]
CHANNEL_3_4
         cbragg  cbragg_err   credchi  ...  cdelta_n            cL     timestamp
0   1546.785053    0.000097  0.000022  ...  0.000012  7.735592e+06  1.734086e+09
1   1546.785045    0.000096  0.000021  ...  0.000012  7.729826e+06  1.734086e+09
2   1546.784945    0.000095  0.000021  ...  0.000012  7.730037e+06  1.734086e+09
3   1546.784936    0.000095  0.000021  ...  0.000012  7.736178e+06  1.734086e+09
4   1546.784854    0.000097  0.000022  ...  0.000012  7.662285e+06  1.734086e+09
5   1546.784778    0.000097  0.000022  ...  0.000012  7.723865e+06  1.734086e+09
6   1546.784815    0.000118  0.000031  ...  0.000012  7.494450e+06  1.734087e+09
7   1546.784825    0.000096  0.000022  ...  0.000012  7.729324e+06  1.734087e+09
8   1546.784802    0.000095  0.000021  ...  0.000012  7.736613e+06  1.734087e+09
9   1546.784756    0.000098  0.000022  ...  0.000012  7.682020e+06  1.734087e+09
10  1546.784801    0.000097  0.000022  ...  0.000012  7.729819e+06  1.734087e+09
11  1546.784815    0.000095  0.000021  ...  0.000012  7.737973e+06  1.734087e+09
12  1546.784878    0.000098  0.000022  ...  0.000012  7.705759e+06  1.734086e+09
13  1546.784704    0.000096  0.000021  ...  0.000012  7.734861e+06  1.734087e+09
14  1546.784768    0.000098  0.000023  ...  0.000012  7.720537e+06  1.734087e+09
15  1546.784838    0.000101  0.000023  ...  0.000012  7.763871e+06  1.734087e+09
16  1546.784733    0.000096  0.000022  ...  0.000012  7.734486e+06  1.734087e+09
17  1546.784811    0.000098  0.000022  ...  0.000012  7.730976e+06  1.734087e+09
18  1546.784759    0.000096  0.000022  ...  0.000012  7.737541e+06  1.734087e+09
19  1546.784903    0.000097  0.000022  ...  0.000012  7.732654e+06  1.734086e+09
20  1546.784927    0.000097  0.000022  ...  0.000012  7.745750e+06  1.734086e+09
21  1546.784957    0.000097  0.000022  ...  0.000012  7.734378e+06  1.734086e+09
22  1546.785028    0.000096  0.000021  ...  0.000012  7.687746e+06  1.734086e+09
23  1546.784984    0.000098  0.000022  ...  0.000012  7.731762e+06  1.734086e+09
24  1546.784995    0.000097  0.000022  ...  0.000012  7.722864e+06  1.734086e+09
25  1546.784951    0.000097  0.000022  ...  0.000012  7.696958e+06  1.734086e+09

[26 rows x 13 columns]
CHANNEL_3_5
         cbragg  cbragg_err   credchi  ...  cdelta_n            cL     timestamp
