CHANNEL_0_1
         cbragg  cbragg_err   credchi  ...  cdelta_n            cL     timestamp
0   1547.808941    0.000078  0.000020  ...  0.000012  7.611536e+06  1.734086e+09
1   1547.809006    0.000077  0.000020  ...  0.000012  7.614244e+06  1.734086e+09
2   1547.809036    0.000078  0.000020  ...  0.000012  7.601027e+06  1.734086e+09
3   1547.808878    0.000078  0.000020  ...  0.000012  7.613598e+06  1.734086e+09
4   1547.808904    0.000078  0.000020  ...  0.000012  7.599995e+06  1.734086e+09
5   1547.808955    0.000078  0.000020  ...  0.000012  7.610275e+06  1.734086e+09
6   1547.808883    0.000078  0.000020  ...  0.000012  7.607677e+06  1.734087e+09
7   1547.808952    0.000078  0.000020  ...  0.000012  7.608344e+06  1.734087e+09
8   1547.809029    0.000081  0.000022  ...  0.000012  7.688510e+06  1.734087e+09
9   1547.809017    0.000077  0.000020  ...  0.000012  7.619747e+06  1.734087e+09
10  1547.808918    0.000078  0.000020  ...  0.000012  7.599303e+06  1.734087e+09
11  1547.808932    0.000077  0.000020  ...  0.000012  7.607693e+06  1.734087e+09
12  1547.808945    0.000081  0.000022  ...  0.000012  7.606837e+06  1.734086e+09
13  1547.808872    0.000079  0.000021  ...  0.000012  7.597721e+06  1.734087e+09
14  1547.808934    0.000077  0.000020  ...  0.000012  7.609154e+06  1.734087e+09
15  1547.808761    0.000078  0.000020  ...  0.000012  7.599903e+06  1.734087e+09
16  1547.808824    0.000079  0.000021  ...  0.000012  7.607568e+06  1.734087e+09
17  1547.808904    0.000076  0.000019  ...  0.000012  7.603584e+06  1.734087e+09
18  1547.808780    0.000078  0.000020  ...  0.000012  7.609039e+06  1.734087e+09
19  1547.809025    0.000076  0.000019  ...  0.000012  7.612032e+06  1.734086e+09
20  1547.808987    0.000080  0.000021  ...  0.000012  7.600691e+06  1.734086e+09
21  1547.809081    0.000078  0.000020  ...  0.000012  7.599196e+06  1.734086e+09
22  1547.808897    0.000079  0.000021  ...  0.000012  7.599694e+06  1.734086e+09
23  1547.809012    0.000077  0.000020  ...  0.000012  7.609433e+06  1.734086e+09
24  1547.808852    0.000079  0.000021  ...  0.000012  7.609638e+06  1.734086e+09
25  1547.808972    0.000076  0.000019  ...  0.000012  7.607482e+06  1.734086e+09

[26 rows x 13 columns]
CHANNEL_3_6
         cbragg  cbragg_err   credchi  ...  cdelta_n            cL     timestamp
0   1548.793124    0.000082  0.000016  ...  0.000012  7.787472e+06  1.734086e+09
1   1548.793151    0.000083  0.000016  ...  0.000012  7.784557e+06  1.734086e+09
2   1548.793089    0.000081  0.000015  ...  0.000012  7.787927e+06  1.734086e+09
3   1548.793098    0.000081  0.000015  ...  0.000012  7.786818e+06  1.734086e+09
4   1548.793081    0.000081  0.000015  ...  0.000012  7.782050e+06  1.734086e+09
5   1548.793039    0.000083  0.000016  ...  0.000012  7.790044e+06  1.734086e+09
6   1548.793027    0.000081  0.000015  ...  0.000012  7.783991e+06  1.734087e+09
7   1548.793025    0.000082  0.000016  ...  0.000012  7.788186e+06  1.734087e+09
8   1548.793080    0.000079  0.000015  ...  0.000012  7.739223e+06  1.734087e+09
9   1548.792996    0.000081  0.000015  ...  0.000012  7.795268e+06  1.734087e+09
10  1548.792937    0.000081  0.000015  ...  0.000012  7.791138e+06  1.734087e+09
11  1548.793023    0.000080  0.000015  ...  0.000012  7.797695e+06  1.734087e+09
12  1548.793072    0.000081  0.000015  ...  0.000012  7.785372e+06  1.734086e+09
13  1548.792915    0.000081  0.000015  ...  0.000012  7.795610e+06  1.734087e+09
14  1548.792896    0.000081  0.000015  ...  0.000012  7.785270e+06  1.734087e+09
15  1548.792909    0.000082  0.000016  ...  0.000012  7.729703e+06  1.734087e+09
16  1548.792985    0.000081  0.000015  ...  0.000012  7.791444e+06  1.734087e+09
17  1548.793002    0.000081  0.000015  ...  0.000012  7.796719e+06  1.734087e+09
18  1548.793012    0.000081  0.000015  ...  0.000012  7.790249e+06  1.734087e+09
19  1548.793089    0.000080  0.000015  ...  0.000012  7.785770e+06  1.734086e+09
20  1548.793149    0.000082  0.000016  ...  0.000012  7.777766e+06  1.734086e+09
21  1548.793100    0.000081  0.000015  ...  0.000012  7.792320e+06  1.734086e+09
22  1548.793132    0.000082  0.000016  ...  0.000012  7.783394e+06  1.734086e+09
23  1548.793095    0.000080  0.000015  ...  0.000012  7.733964e+06  1.734086e+09
24  1548.793026    0.000080  0.000015  ...  0.000012  7.789598e+06  1.734086e+09
25  1548.793009    0.000081  0.000015  ...  0.000012  7.799235e+06  1.734086e+09

[26 rows x 13 columns]
CHANNEL_3_7
         cbragg  cbragg_err   credchi  ...  cdelta_n            cL     timestamp
0   1549.815298    0.000081  0.000021  ...  0.000012  7.599447e+06  1.734086e+09
1   1549.815337    0.000082  0.000021  ...  0.000012  7.600172e+06  1.734086e+09
2   1549.815215    0.000084  0.000022  ...  0.000012  7.601191e+06  1.734086e+09
3   1549.815213    0.000085  0.000023  ...  0.000012  7.603594e+06  1.734086e+09
4   1549.815190    0.000081  0.000021  ...  0.000012  7.608266e+06  1.734086e+09
5   1549.815176    0.000082  0.000021  ...  0.000012  7.609330e+06  1.734086e+09
6   1549.815082    0.000081  0.000020  ...  0.000012  7.610913e+06  1.734087e+09
7   1549.815081    0.000081  0.000020  ...  0.000012  7.611119e+06  1.734087e+09
8   1549.815077    0.000083  0.000021  ...  0.000012  7.605946e+06  1.734087e+09
9   1549.815085    0.000082  0.000021  ...  0.000012  7.602164e+06  1.734087e+09
10  1549.815019    0.000082  0.000021  ...  0.000012  7.600844e+06  1.734087e+09
11  1549.815092    0.000081  0.000020  ...  0.000012  7.605420e+06  1.734087e+09
12  1549.815187    0.000083  0.000022  ...  0.000012  7.603780e+06  1.734086e+09
13  1549.815106    0.000084  0.000022  ...  0.000012  7.603223e+06  1.734087e+09
14  1549.815066    0.000082  0.000021  ...  0.000012  7.606212e+06  1.734087e+09
15  1549.815190    0.000084  0.000022  ...  0.000012  7.597193e+06  1.734087e+09
16  1549.815183    0.000082  0.000021  ...  0.000012  7.603884e+06  1.734087e+09
17  1549.815109    0.000082  0.000021  ...  0.000012  7.602703e+06  1.734087e+09
18  1549.814974    0.000084  0.000022  ...  0.000012  7.602951e+06  1.734087e+09
19  1549.815174    0.000083  0.000021  ...  0.000012  7.605618e+06  1.734086e+09
20  1549.815295    0.000082  0.000021  ...  0.000012  7.606715e+06  1.734086e+09
21  1549.815219    0.000083  0.000021  ...  0.000012  7.600596e+06  1.734086e+09
22  1549.815175    0.000083  0.000022  ...  0.000012  7.598077e+06  1.734086e+09
23  1549.815122    0.000082  0.000021  ...  0.000012  7.610249e+06  1.734086e+09
24  1549.815184    0.000083  0.000022  ...  0.000012  7.606079e+06  1.734086e+09
25  1549.815212    0.000084  0.000022  ...  0.000012  7.610231e+06  1.734086e+09

[26 rows x 13 columns]
CHANNEL_3_8
         cbragg  cbragg_err   credchi  ...  cdelta_n            cL     timestamp
0   1550.767676    0.000086  0.000015  ...  0.000012  7.649994e+06  1.734086e+09
1   1550.767756    0.000087  0.000015  ...  0.000012  7.694741e+06  1.734086e+09
2   1550.767612    0.000087  0.000015  ...  0.000012  7.702473e+06  1.734086e+09
3   1550.767579    0.000087  0.000015  ...  0.000012  7.700215e+06  1.734086e+09
4   1550.767674    0.000086  0.000015  ...  0.000012  7.697598e+06  1.734086e+09
5   1550.767693    0.000086  0.000015  ...  0.000012  7.697028e+06  1.734086e+09
6   1550.767590    0.000087  0.000015  ...  0.000012  7.700664e+06  1.734087e+09
7   1550.767545    0.000086  0.000015  ...  0.000012  7.704290e+06  1.734087e+09
8   1550.767539    0.000086  0.000015  ...  0.000012  7.703229e+06  1.734087e+09
9   1550.767542    0.000118  0.000026  ...  0.000012  7.428580e+06  1.734087e+09
10  1550.767530    0.000086  0.000015  ...  0.000012  7.658931e+06  1.734087e+09
11  1550.767555    0.000085  0.000015  ...  0.000012  7.705907e+06  1.734087e+09
12  1550.767725    0.000088  0.000016  ...  0.000012  7.691587e+06  1.734086e+09
13  1550.767565    0.000088  0.000016  ...  0.000012  7.677933e+06  1.734087e+09
14  1550.767543    0.000088  0.000016  ...  0.000012  7.702005e+06  1.734087e+09
15  1550.767521    0.000124  0.000030  ...  0.000012  7.400489e+06  1.734087e+09
16  1550.767491    0.000136  0.000035  ...  0.000012  7.356901e+06  1.734087e+09
17  1550.767509    0.000087  0.000015  ...  0.000012  7.699176e+06  1.734087e+09
18  1550.767485    0.000087  0.000015  ...  0.000012  7.698206e+06  1.734087e+09
19  1550.767698    0.000088  0.000016  ...  0.000012  7.693806e+06  1.734086e+09
20  1550.767642    0.000089  0.000016  ...  0.000012  7.631639e+06  1.734086e+09
21  1550.767645    0.000088  0.000015  ...  0.000012  7.693233e+06  1.734086e+09
22  1550.767533    0.000088  0.000016  ...  0.000012  7.694379e+06  1.734086e+09
23  1550.767600    0.000087  0.000015  ...  0.000012  7.650832e+06  1.734086e+09
24  1550.767566    0.000087  0.000015  ...  0.000012  7.701141e+06  1.734086e+09
25  1550.767624    0.000087  0.000015  ...  0.000012  7.695027e+06  1.734086e+09

[26 rows x 13 columns]
CHANNEL_3_9
         cbragg  cbragg_err   credchi  ...  cdelta_n            cL     timestamp
0   1551.764308    0.000097  0.000020  ...  0.000012  7.574913e+06  1.734086e+09
1   1551.764348    0.000087  0.000016  ...  0.000012  7.728777e+06  1.734086e+09
2   1551.764232    0.000090  0.000017  ...  0.000012  7.725960e+06  1.734086e+09
3   1551.764394    0.000087  0.000016  ...  0.000012  7.724661e+06  1.734086e+09
4   1551.764294    0.000087  0.000016  ...  0.000012  7.663586e+06  1.734086e+09
5   1551.764401    0.000088  0.000016  ...  0.000012  7.725377e+06  1.734086e+09
6   1551.764291    0.000088  0.000017  ...  0.000012  7.736092e+06  1.734087e+09
7   1551.764254    0.000097  0.000019  ...  0.000012  7.741023e+06  1.734087e+09
8   1551.764311    0.000088  0.000017  ...  0.000012  7.668546e+06  1.734087e+09
9   1551.764272    0.000087  0.000016  ...  0.000012  7.683131e+06  1.734087e+09
10  1551.764289    0.000089  0.000017  ...  0.000012  7.717257e+06  1.734087e+09
11  1551.764302    0.000094  0.000019  ...  0.000012  7.565212e+06  1.734087e+09
12  1551.764402    0.000090  0.000017  ...  0.000012  7.717751e+06  1.734086e+09
13  1551.764287    0.000087  0.000016  ...  0.000012  7.733904e+06  1.734087e+09
14  1551.764341    0.000088  0.000016  ...  0.000012  7.724699e+06  1.734087e+09
15  1551.764266    0.000088  0.000016  ...  0.000012  7.709252e+06  1.734087e+09
16  1551.764216    0.000089  0.000017  ...  0.000012  7.673793e+06  1.734087e+09
17  1551.764282    0.000088  0.000016  ...  0.000012  7.672416e+06  1.734087e+09
18  1551.764111    0.000087  0.000016  ...  0.000012  7.719944e+06  1.734087e+09
19  1551.764427    0.000086  0.000016  ...  0.000012  7.713620e+06  1.734086e+09
20  1551.764360    0.000087  0.000016  ...  0.000012  7.678186e+06  1.734086e+09
21  1551.764336    0.000087  0.000016  ...  0.000012  7.725142e+06  1.734086e+09
22  1551.764295    0.000088  0.000016  ...  0.000012  7.704147e+06  1.734086e+09
23  1551.764365    0.000085  0.000015  ...  0.000012  7.716161e+06  1.734086e+09
24  1551.764441    0.000087  0.000016  ...  0.000012  7.713708e+06  1.734086e+09
25  1551.764412    0.000086  0.000016  ...  0.000012  7.719014e+06  1.734086e+09

[26 rows x 13 columns]
CHANNEL_3_10
         cbragg  cbragg_err   credchi  ...  cdelta_n            cL     timestamp
0   1552.771171    0.000106  0.000020  ...  0.000012  7.700661e+06  1.734086e+09
1   1552.771250    0.000106  0.000020  ...  0.000012  7.756649e+06  1.734086e+09
2   1552.771231    0.000106  0.000019  ...  0.000012  7.759030e+06  1.734086e+09
3   1552.771226    0.000102  0.000018  ...  0.000012  7.774542e+06  1.734086e+09
4   1552.771169    0.000106  0.000019  ...  0.000012  7.753371e+06  1.734086e+09
5   1552.771177    0.000106  0.000019  ...  0.000012  7.771650e+06  1.734086e+09
6   1552.771032    0.000105  0.000019  ...  0.000012  7.778350e+06  1.734087e+09
7   1552.771193    0.000106  0.000019  ...  0.000012  7.748354e+06  1.734087e+09
8   1552.771134    0.000106  0.000019  ...  0.000012  7.754221e+06  1.734087e+09
9   1552.771161    0.000107  0.000020  ...  0.000012  7.751154e+06  1.734087e+09
10  1552.771098    0.000106  0.000019  ...  0.000012  7.788891e+06  1.734087e+09
11  1552.771233    0.000103  0.000018  ...  0.000012  7.784259e+06  1.734087e+09
12  1552.771373    0.000106  0.000020  ...  0.000012  7.736397e+06  1.734086e+09
13  1552.771168    0.000103  0.000019  ...  0.000012  7.783139e+06  1.734087e+09
14  1552.771244    0.000108  0.000020  ...  0.000012  7.752831e+06  1.734087e+09
15  1552.771060    0.000107  0.000020  ...  0.000012  7.772406e+06  1.734087e+09
16  1552.771083    0.000106  0.000020  ...  0.000012  7.763345e+06  1.734087e+09
17  1552.770969    0.000107  0.000020  ...  0.000012  7.754379e+06  1.734087e+09
18  1552.771036    0.000105  0.000019  ...  0.000012  7.779757e+06  1.734087e+09
19  1552.771297    0.000106  0.000020  ...  0.000012  7.766669e+06  1.734086e+09
20  1552.771244    0.000104  0.000019  ...  0.000012  7.771094e+06  1.734086e+09
21  1552.771204    0.000106  0.000020  ...  0.000012  7.770182e+06  1.734086e+09
22  1552.771257    0.000105  0.000019  ...  0.000012  7.743385e+06  1.734086e+09
23  1552.771202    0.000107  0.000020  ...  0.000012  7.766764e+06  1.734086e+09
24  1552.771290    0.000108  0.000020  ...  0.000012  7.749772e+06  1.734086e+09
25  1552.771472    0.000108  0.000020  ...  0.000012  7.748124e+06  1.734086e+09

[26 rows x 13 columns]
CHANNEL_3_11
         cbragg  cbragg_err   credchi  ...  cdelta_n            cL     timestamp
0   1553.733995    0.000130  0.000033  ...  0.000012  7.895514e+06  1.734086e+09
1   1553.734006    0.000128  0.000032  ...  0.000012  7.903817e+06  1.734086e+09
2   1553.733827    0.000130  0.000033  ...  0.000012  7.846399e+06  1.734086e+09
3   1553.733825    0.000131  0.000033  ...  0.000012  7.889261e+06  1.734086e+09
4   1553.733734    0.000128  0.000032  ...  0.000012  7.910812e+06  1.734086e+09
5   1553.733896    0.000129  0.000032  ...  0.000012  7.899486e+06  1.734086e+09
6   1553.733940    0.000131  0.000033  ...  0.000012  7.891340e+06  1.734087e+09
7   1553.733877    0.000128  0.000032  ...  0.000012  7.862571e+06  1.734087e+09
8   1553.733805    0.000130  0.000033  ...  0.000012  7.897822e+06  1.734087e+09
9   1553.733765    0.000130  0.000033  ...  0.000012  7.887449e+06  1.734087e+09
10  1553.733901    0.000129  0.000032  ...  0.000012  7.887335e+06  1.734087e+09
11  1553.733872    0.000129  0.000032  ...  0.000012  7.909096e+06  1.734087e+09
12  1553.733934    0.000131  0.000033  ...  0.000012  7.901020e+06  1.734086e+09
13  1553.733839    0.000130  0.000033  ...  0.000012  7.904239e+06  1.734087e+09
14  1553.733714    0.000130  0.000033  ...  0.000012  7.889176e+06  1.734087e+09
15  1553.733726    0.000129  0.000032  ...  0.000012  7.891622e+06  1.734087e+09
16  1553.733706    0.000129  0.000032  ...  0.000012  7.901822e+06  1.734087e+09
17  1553.733729    0.000129  0.000032  ...  0.000012  7.898794e+06  1.734087e+09
18  1553.733707    0.000129  0.000032  ...  0.000012  7.902581e+06  1.734087e+09
19  1553.733939    0.000128  0.000032  ...  0.000012  7.907125e+06  1.734086e+09
20  1553.734014    0.000129  0.000032  ...  0.000012  7.900052e+06  1.734086e+09
21  1553.734022    0.000130  0.000033  ...  0.000012  7.891539e+06  1.734086e+09
22  1553.733832    0.000130  0.000033  ...  0.000012  7.907786e+06  1.734086e+09
23  1553.734017    0.000132  0.000034  ...  0.000012  7.897728e+06  1.734086e+09
24  1553.733909    0.000129  0.000032  ...  0.000012  7.893614e+06  1.734086e+09
25  1553.733935    0.000129  0.000033  ...  0.000012  7.909532e+06  1.734086e+09

[26 rows x 13 columns]
CHANNEL_3_12
         cbragg  cbragg_err   credchi  ...  cdelta_n            cL     timestamp
0   1554.715144    0.000096  0.000021  ...  0.000012  7.844577e+06  1.734086e+09
1   1554.715147    0.000094  0.000020  ...  0.000012  7.844848e+06  1.734086e+09
2   1554.714939    0.000095  0.000021  ...  0.000012  7.851699e+06  1.734086e+09
3   1554.714994    0.000095  0.000020  ...  0.000012  7.853195e+06  1.734086e+09
4   1554.715014    0.000095  0.000020  ...  0.000012  7.850883e+06  1.734086e+09
5   1554.715007    0.000094  0.000020  ...  0.000012  7.854308e+06  1.734086e+09
6   1554.715019    0.000095  0.000021  ...  0.000012  7.845767e+06  1.734087e+09
7   1554.715028    0.000095  0.000021  ...  0.000012  7.790171e+06  1.734087e+09
8   1554.714989    0.000094  0.000020  ...  0.000012  7.850942e+06  1.734087e+09
9   1554.714961    0.000094  0.000020  ...  0.000012  7.853721e+06  1.734087e+09
10  1554.715027    0.000095  0.000021  ...  0.000012  7.852795e+06  1.734087e+09
11  1554.715042    0.000096  0.000021  ...  0.000012  7.851684e+06  1.734087e+09
12  1554.715172    0.000096  0.000021  ...  0.000012  7.842543e+06  1.734086e+09
13  1554.714834    0.000096  0.000021  ...  0.000012  7.854295e+06  1.734087e+09
14  1554.714894    0.000096  0.000021  ...  0.000012  7.851632e+06  1.734087e+09
15  1554.714884    0.000095  0.000021  ...  0.000012  7.846752e+06  1.734087e+09
16  1554.714853    0.000096  0.000021  ...  0.000012  7.844911e+06  1.734087e+09
17  1554.714769    0.000095  0.000021  ...  0.000012  7.852806e+06  1.734087e+09
18  1554.714800    0.000096  0.000021  ...  0.000012  7.845516e+06  1.734087e+09
19  1554.715015    0.000095  0.000021  ...  0.000012  7.858539e+06  1.734086e+09
20  1554.715030    0.000096  0.000021  ...  0.000012  7.850621e+06  1.734086e+09
21  1554.715025    0.000095  0.000021  ...  0.000012  7.846393e+06  1.734086e+09
22  1554.714940    0.000095  0.000021  ...  0.000012  7.859482e+06  1.734086e+09
23  1554.715065    0.000095  0.000021  ...  0.000012  7.854847e+06  1.734086e+09
24  1554.714900    0.000096  0.000021  ...  0.000012  7.846222e+06  1.734086e+09
25  1554.714922    0.000096  0.000021  ...  0.000012  7.848878e+06  1.734086e+09

[26 rows x 13 columns]
CHANNEL_3_13
         cbragg  cbragg_err   credchi  ...  cdelta_n            cL     timestamp
0   1555.720329    0.000098  0.000018  ...  0.000012  7.695183e+06  1.734086e+09
1   1555.720297    0.000087  0.000014  ...  0.000012  7.575019e+06  1.734086e+09
2   1555.720291    0.000087  0.000014  ...  0.000012  7.578900e+06  1.734086e+09
3   1555.720342    0.000088  0.000014  ...  0.000012  7.574985e+06  1.734086e+09
4   1555.720199    0.000089  0.000014  ...  0.000012  7.570271e+06  1.734086e+09
5   1555.720258    0.000088  0.000014  ...  0.000012  7.553459e+06  1.734086e+09
6   1555.720228    0.000089  0.000014  ...  0.000012  7.545378e+06  1.734087e+09
7   1555.720171    0.000086  0.000013  ...  0.000012  7.564424e+06  1.734087e+09
8   1555.720196    0.000086  0.000013  ...  0.000012  7.588084e+06  1.734087e+09
9   1555.720061    0.000085  0.000013  ...  0.000012  7.574797e+06  1.734087e+09
10  1555.720210    0.000087  0.000014  ...  0.000012  7.567532e+06  1.734087e+09
11  1555.720147    0.000086  0.000013  ...  0.000012  7.576531e+06  1.734087e+09
12  1555.720260    0.000090  0.000015  ...  0.000012  7.526588e+06  1.734086e+09
13  1555.720026    0.000090  0.000015  ...  0.000012  7.579725e+06  1.734087e+09
14  1555.720101    0.000087  0.000014  ...  0.000012  7.578681e+06  1.734087e+09
15  1555.720082    0.000088  0.000014  ...  0.000012  7.583210e+06  1.734087e+09
16  1555.720174    0.000088  0.000014  ...  0.000012  7.573292e+06  1.734087e+09
17  1555.720102    0.000086  0.000013  ...  0.000012  7.582737e+06  1.734087e+09
18  1555.720070    0.000087  0.000014  ...  0.000012  7.584370e+06  1.734087e+09
19  1555.720298    0.000088  0.000014  ...  0.000012  7.581657e+06  1.734086e+09
20  1555.720149    0.000089  0.000014  ...  0.000012  7.554131e+06  1.734086e+09
21  1555.720158    0.000088  0.000014  ...  0.000012  7.574640e+06  1.734086e+09
22  1555.720125    0.000087  0.000014  ...  0.000012  7.557436e+06  1.734086e+09
23  1555.720199    0.000089  0.000014  ...  0.000012  7.577422e+06  1.734086e+09
24  1555.720151    0.000097  0.000017  ...  0.000012  7.413946e+06  1.734086e+09
25  1555.720206    0.000087  0.000014  ...  0.000012  7.568963e+06  1.734086e+09

[26 rows x 13 columns]
CHANNEL_3_14
         cbragg  cbragg_err   credchi  ...  cdelta_n            cL     timestamp
0   1556.675895    0.000192  0.000072  ...  0.000012  7.763372e+06  1.734086e+09
1   1556.675962    0.000192  0.000072  ...  0.000012  7.765062e+06  1.734086e+09
2   1556.675900    0.000196  0.000075  ...  0.000012  7.768208e+06  1.734086e+09
3   1556.675904    0.000194  0.000073  ...  0.000012  7.769453e+06  1.734086e+09
4   1556.675960    0.000197  0.000076  ...  0.000012  7.739702e+06  1.734086e+09
5   1556.675943    0.000196  0.000075  ...  0.000012  7.765869e+06  1.734086e+09
6   1556.675917    0.000194  0.000073  ...  0.000012  7.766997e+06  1.734087e+09
7   1556.675977    0.000193  0.000073  ...  0.000012  7.768832e+06  1.734087e+09
8   1556.675816    0.000194  0.000074  ...  0.000012  7.770566e+06  1.734087e+09
9   1556.675792    0.000195  0.000074  ...  0.000012  7.771412e+06  1.734087e+09
10  1556.675771    0.000193  0.000073  ...  0.000012  7.763236e+06  1.734087e+09
11  1556.675749    0.000194  0.000073  ...  0.000012  7.764369e+06  1.734087e+09
12  1556.676000    0.000198  0.000076  ...  0.000012  7.762680e+06  1.734086e+09
13  1556.675717    0.000195  0.000074  ...  0.000012  7.763821e+06  1.734087e+09
14  1556.675731    0.000194  0.000073  ...  0.000012  7.763031e+06  1.734087e+09
15  1556.675712    0.000196  0.000075  ...  0.000012  7.735050e+06  1.734087e+09
16  1556.675716    0.000195  0.000074  ...  0.000012  7.769999e+06  1.734087e+09
17  1556.675725    0.000197  0.000076  ...  0.000012  7.761494e+06  1.734087e+09
18  1556.675708    0.000194  0.000073  ...  0.000012  7.767021e+06  1.734087e+09
19  1556.676023    0.000194  0.000073  ...  0.000012  7.765785e+06  1.734086e+09
20  1556.675995    0.000194  0.000073  ...  0.000012  7.765540e+06  1.734086e+09
21  1556.675966    0.000191  0.000071  ...  0.000012  7.705233e+06  1.734086e+09
22  1556.675799    0.000195  0.000074  ...  0.000012  7.766272e+06  1.734086e+09
23  1556.675830    0.000195  0.000074  ...  0.000012  7.768972e+06  1.734086e+09
24  1556.675885    0.000193  0.000073  ...  0.000012  7.770502e+06  1.734086e+09
25  1556.675842    0.000193  0.000072  ...  0.000012  7.764701e+06  1.734086e+09

[26 rows x 13 columns]
